995,534,991,510,1023,509,18,49,41
986,526,991,510,995,534,30,67,59
991,510,986,526,966,511,27,62,53
961,545,961,550,931,522,33,80,70
966,511,961,545,931,522,28,69,59
986,526,961,545,966,511,21,59,48
999,843,980,817,1022,817,39,100,82
1021,842,999,843,1022,817,31,90,76
461,630,430,640,406,596,155,133,67
430,640,395,634,406,596,139,115,36
445,729,397,754,407,729,205,157,1
397,754,402,729,407,729,208,159,3
459,976,471,943,478,981,113,128,158
471,943,459,976,457,939,105,131,153
476,927,471,943,457,939,136,149,159
471,943,476,927,515,951,115,132,146
478,981,471,943,509,975,117,114,125
471,943,515,951,509,975,110,121,131
888,888,952,855,968,868,97,114,136
882,921,924,966,905,968,107,131,141
882,921,888,888,924,966,120,140,152
857,582,910,577,916,595,75,82,21
910,577,857,582,858,527,75,80,18
819,556,857,582,839,594,90,81,1
525,927,476,927,493,875,106,124,127
476,927,525,927,515,951,120,130,138
691,1011,617,988,693,966,60,98,81
617,988,691,1011,603,1020,24,64,41
910,800,933,763,958,779,55,90,82
941,825,910,800,958,779,124,145,159
74,336,43,357,53,332,54,44,36
43,357,74,336,82,363,58,49,44
43,357,17,325,53,332,57,51,45
17,325,43,357,5,357,69,61,54
43,357,39,374,5,357,54,50,44
5,357,24,385,8,407,44,47,39
39,374,24,385,5,357,30,25,15
8,407,24,385,31,402,32,41,34
24,385,39,374,31,402,52,43,38
18,216,35,256,5,217,51,41,35
35,256,18,216,58,214,54,44,37
34,162,18,216,5,217,51,42,37
8,142,34,162,5,217,57,47,39
8,142,5,217,0,0,142,101,60
8,124,8,71,16,83,218,149,80
8,71,8,124,0,0,218,147,76
8,124,8,142,0,0,203,139,73
76,39,56,11,90,19,212,139,57
233,7,56,11,0,0,209,134,47
173,19,56,11,233,7,207,132,41
56,11,173,19,90,19,209,135,48
34,553,17,593,0,527,26,42,36
34,553,43,593,17,593,21,38,30
54,533,24,503,56,492,24,49,39
24,503,31,485,56,492,27,53,42
31,485,24,503,0,527,12,42,32
24,503,34,553,0,527,16,41,32
34,553,24,503,54,533,17,48,35
68,479,52,457,69,457,44,58,52
68,479,91,474,56,492,25,41,31
31,485,36,480,56,492,53,72,65
36,480,68,479,56,492,27,41,33
68,479,36,480,52,457,41,57,51
52,457,36,480,47,451,89,100,99
47,451,36,480,8,407,50,64,59
36,480,31,485,8,407,26,47,37
143,455,155,490,136,507,37,57,50
87,464,69,457,125,423,43,65,59
143,455,87,464,125,423,82,92,94
91,474,87,464,143,455,37,56,49
87,464,68,479,69,457,31,54,45
